"","KID","API_NUMBER","API_NUM_NODASH","LEASE","WELL","FIELD","LATITUDE","LONGITUDE","LONG_LAT_SOURCE","TOWNSHIP","TWN_DIR","RANGE","RANGE_DIR","SECTION","SPOT","FEET_NORTH","FEET_EAST","FOOT_REF","ORIG_OPERATOR","CURR_OPERATOR","ELEVATION","ELEV_REF","DEPTH","PRODUCE_FORM","IP_OIL","IP_GAS","IP_WATER","PERMIT","SPUD","COMPLETION","PLUGGING","MODIFIED","OIL_KID","OIL_DOR_ID","GAS_KID","GAS_DOR_ID","KCC_DOCKET","STATUS","STATUS2","COMMENTS","permit_as_date","spud_as_date","completion_as_date","plugging_as_date","modified_as_date"
"207533",1006738695,"15-115-70638",15115706380000,"SCULLY 'D'","3 SWD","UNKNOWN",38.4578032,-97.048195,"Calc. from quarter calls",18,"S",3,"E",25,"  SW SW NE",NA,NA,"","SLUSSER DRILLING CO.","unavailable",1405," KB",3127,"",NA,NA,NA,"","17-JUN-1961","10-JUL-1961","01-APR-1964","11-SEP-2009",NA,NA,NA,NA,"","SWD-P&A","Plugged and Abandoned","Well number changed from 2 SWD to 3 SWD, KB added, spud and completion dates added, per drillers log; (DRL/DRS, 09/11/2009).",NA,1961-06-17,1961-07-10,1964-04-01,2009-09-11
"208479",1006740005,"15-115-71366",15115713660000,"KLENDA","2","UNKNOWN",38.4198404,-97.066531,"Calc. from quarter calls",19,"S",3,"E",11,"  NW NW NE",NA,NA,"","KNIGHT CASING PULLING CO.","unavailable",1352," GL",2437,"",40,NA,NA,"","08-FEB-1960","29-FEB-1960","01-SEP-1968","11-MAR-2009",NA,NA,NA,NA,"","OIL-P&A","Plugged and Abandoned","Operator changed from Knight Casing Pulling Co. to Francis Hawn, status changed from SWD to Oil, and IP added per drillers log; DRL-DRS, 03-11-2009.",NA,1960-02-08,1960-02-29,1968-09-01,2009-03-11
"229499",1006769314,"15-015-78102",15015781020000,"Ferrell","7","FERRELL",37.5975894,-96.5359065,"Calc. from quarter calls",28,"S",8,"E",21," NW SE NE SW",NA,NA,"","Table Mesa Oil Co.","unavailable",1635," TOPO",2765,"",50,NA,NA,"","27-AUG-1941","25-SEP-1941","01-OCT-1987","14-FEB-2015",NA,NA,NA,NA,"","OIL-P&A","Plugged and Abandoned","Converted to SWD. Plugged by Thomas E. Wilkinson.",NA,1941-08-27,1941-09-25,1987-10-01,2015-02-14
"232195",1006772806,"15-015-70180",15015701800000,"W. S. SEMISCH","1","UNKNOWN",37.5498779,-96.7770991,"Calc. from footages",29,"S",6,"E",4," NE SW SW SE",500,-2000,"SE","FELMONT OIL CORP","W.M.J. Company",1428," KB",3800,"",NA,NA,NA,"","04-SEP-1959","18-SEP-1959","12-FEB-1990","16-MAR-2011",NA,NA,NA,NA,"","SWD-P&A","Plugged and Abandoned","Well plugged by W.M.J. CO. Elog lists quarter calls as SE SE SE. Drillers log states well use: water supply. SWD use from KCC plugging record (DRL-DS 6/16/2010).",NA,1959-09-04,1959-09-18,1990-02-12,2011-03-16
"236633",1006779084,"15-035-72239",15035722390000,"STATE","B-2","",37.2660577,-96.9777311,"Calc. from quarter calls",32,"S",4,"E",15," NW NW NW SE",NA,NA,"","H. H. BLAIR","unavailable",1163," TOPO",2368,"",NA,NA,NA,"","18-JAN-1956","25-JAN-1956","01-APR-1960","12-NOV-2003",1001124683,111482,NA,NA,"","SWD-P&A","Plugged and Abandoned","SWD",NA,1956-01-18,1956-01-25,1960-04-01,2003-11-12
"246621",1006807844,"15-159-72079",15159720790000,"J. W. BRADEN 'A' or BRADEN 'C' 1","8","UNKNOWN",38.3360351,-97.932289,"Calc. from quarter calls",20,"S",6,"W",1,"  NW SW SE",NA,NA,"","BRADEN-DEEM INC.","unavailable",1551," TOPO",2890,"",NA,NA,NA,"","","","01-MAR-1968","14-FEB-2012",NA,NA,NA,NA,"","SWD-P&A","Plugged and Abandoned","Lease name and quarter calls changed to match top card, confirmed by total depth and SWD-BJB 6/28/00",NA,NA,NA,1968-03-01,2012-02-14
"248311",1006821436,"15-119-70553",15119705530000,"W. B. Fox SWD","2","Adams Ranch",37.0267611,-100.5621877,"Calc. from footages",35,"S",30,"W",3,"C   SE SE",660,-660,"SE","Gruenerwald and Assoc.","unavailable",2510," KB",6280,"",NA,NA,NA,"","05-MAR-1976","14-MAY-1976","01-FEB-1996","31-AUG-2012",NA,NA,NA,NA,"","SWD-P&A","Plugged and Abandoned","Operator at plugging is RAMA Operating. Well entered from workover ACO-1 conversion to SWD, completion date of original well stated 1976, TD 6280. KGS has no ACO-1 for original well. (DRL 07-13-09)",NA,1976-03-05,1976-05-14,1996-02-01,2012-08-31
"250660",1012744110,"15-113-20784",15113207840000,"R. DECKER HOME SHOW","1 SWD","RITZ-CANTON",38.37441,-97.46256,"From GPS",19,"S",1,"W",29,"  SW NW NW",4402,-5020,"SE","EAGLE RESOURCES INC.","Te-Pe Oil & Gas",1576," KB",3790,"",NA,NA,NA,"","15-NOV-1980","","","11-JAN-2011",NA,NA,NA,NA,"D21077.0","SWD","Authorized Injection Well","THIS IS A SALT WATER DISPOSAL WELL.",NA,1980-11-15,NA,NA,2011-01-11
"250889",1020065650,"",NA,"Collins","SWD","FAIRPORT",39.009022,-98.9922295,"Center of section",12,"S",15,"W",16,"    ",NA,NA,"","R.P. NIXON OPERATIONS","unavailable",1809," TOPO",1955,"",NA,NA,NA,"","","22-MAY-1967","","09-OCT-2000",1001112656,104939,NA,NA,"","OTHER()","","elog marked in pencil, Collins SWD 1-BRB10/9/2000  quarter call & KB not on elog thus top card/ACO1 not identifiable for well number-BRB10/9/2000",NA,NA,1967-05-22,NA,2000-10-09
"252084",1022167742,"15-055-21480-0001",15055214800001,"Harman Gas Unit","2HI","HUGOTON GAS AREA",38.0437372,-100.8969757,"Calc. from footages",23,"S",33,"W",24,"  NE SW NW",3880,-4030,"SE","Amoco Production Co.","Linn Operating, LLC",2882," TOPO",2755,"",NA,NA,NA,"09-FEB-1996","21-MAR-1996","17-APR-1996","","15-JUL-2016",NA,NA,1001114694,221257,"","GAS","Producing","Donna Dill (12/14/01): This is a wierd one, but both numbers are actually good.  15-055-21480-0001 is a gas well that is still producing.  15-055-21480 is a side string disposal that was plugged 05/16/2001.",1996-02-09,1996-03-21,1996-04-17,NA,2016-07-15
"254195",1025686518,"15-067-10025",15067100250000,"MCGANNON LP GAS","1","HUGOTON GAS AREA",37.5603077,-101.4940351,"Calc. from footages",29,"S",38,"W",5," NW SW NE NE",4620,-1320,"SE","PAN AMERICAN","BP America Production Company",3154," KB",3950,"Chase Group",NA,NA,NA,"","05-APR-1958","07-MAY-1958","08-OCT-1986","09-SEP-2015",NA,NA,NA,NA,"","SWD-P&A","Plugged and Abandoned","Elogs marked McGannon Disposal 2. Lane-Well log a pages photocopy.",NA,1958-04-05,1958-05-07,1986-10-08,2015-09-09
"254683",1025687343,"15-175-00119-0001",15175001190001,"Sanders 'A'","1","",37.2244483,-100.6665547,"Calc. from footages",32,"S",31,"W",35," SW SW NE NW",4031,-3893,"SE","ANADARKO PETROLEUM CORPORATION","Anadarko Petroleum Corporation",2777," GL",6078,"",NA,NA,NA,"","14-DEC-1995","19-JAN-1996","","24-MAR-2015",NA,NA,NA,NA,"D27613.0","OIL","Recompleted","Well from 1964, plugged back in 1966. Converted to SWD in 1998.",NA,1995-12-14,1996-01-19,NA,2015-03-24
"254737",1025712560,"15-081-30082-0001",15081300820001,"FROMONG","2","VICTORY",37.4440795,-100.991133,"Calc. from footages",30,"S",34,"W",13,"C   NE NW",-660,1980,"NW","CONTINENTAL ENERGY","unavailable",2971," KB",4185,"LANS",NA,NA,NA,"","01-JUN-1983","01-JUL-1983","01-APR-1971","29-DEC-2003",NA,NA,NA,NA,"","SWD-P&A","","From Donna Dill at the KCC: 15-081-30081-0000 is the Fromong 1 drilled in 1965.  It was reworked as a SWD well in 1983 and called the Fromong 2. There is another Fromong 2 (15-081-30082-0000) drilled in 1966.   MCM 12-29-03",NA,1983-06-01,1983-07-01,1971-04-01,2003-12-29
"256121",1025720727,"15-055-20352-0001",15055203520001,"BEACH","1-35","HUGOTON GAS AREA",37.8366758,-100.6919843,"From GPS",25,"S",31,"W",35," SE SE SE NW",2827,-2655,"SE","AMERICAN WARRIOR","American Warrior, Inc.",2819," KB",5050,"Chase Group",NA,NA,NA,"","10-NOV-1992","16-NOV-1992","26-JUN-2018","27-JUN-2018",NA,NA,1001105547,200570,"D26645.0","SWD-P&A","Plugged and Abandoned","Dual completion, gas from Chase and disposal in Marmaton.",NA,1992-11-10,1992-11-16,2018-06-26,2018-06-27
"256330",1025722131,"15-205-23404",15205234040000,"Clinesmith","1-SWD","CLINESMITH",37.7330673,-95.7693624,"Calc. from footages",27,"S",15,"E",4," NW NW NW NE",5020,-2540,"SE","Argonaut Energy Corp.","River Rock Operating, LLC",990," GL",1920,"",NA,NA,NA,"27-MAY-1983","27-JUL-1983","18-AUG-1983","","31-JAN-2017",NA,NA,NA,NA,"D22269.0","SWD","Authorized Injection Well","operator, API, elevation, TD, spud, comp dates per ACO1 - SKS 6/10/2002  elogs mismarked Clinesmith 1-B SWD; Location listed as 260 feet FNL per Completion Report (KGS-DRL 6-24-2016).",1983-05-27,1983-07-27,1983-08-18,NA,2017-01-31
"256346",1025724716,"15-093-21306-0001",15093213060001,"BECKETT 'A'","3","UNKNOWN",38.01224,-101.13837,"From GPS",23,"S",35,"W",35,"  NW SW NW",3380,-5034,"SE","Oxy USA, Inc.","OXY USA Inc.",3010," KB",5100,"",NA,NA,NA,"17-NOV-1993","09-NOV-1994","15-NOV-1994","","14-AUG-2006",1001176127,133953,NA,NA,"","SWD","Recompleted","Tim Carr said: This is a well that produced a little noncommercial oil from the Mississippian , then was recompleted as a salt water disposal well (probably for water from Panoma and Hugoton wells).  The oil is not from the Panoma. 06-25-2002 MCM",1993-11-17,1994-11-09,1994-11-15,NA,2006-08-14
"256422",1025759678,"15-033-20450-0001",15033204500001,"Kerstetter","2-33","BIRD EAST",37.2201247,-99.3886253,"From GPS",32,"S",19,"W",33,"  NW NW NE",-659,-1987,"NE","AMERICAN WARRIOR INC.","American Warrior, Inc.",1926," KB",6300,"Pawnee",NA,NA,NA,"15-MAR-2000","05-MAY-2000","22-MAY-2000","","19-MAY-2014",1043937675,135069,1006828238,222746,"D27761.0","GAS","Authorized Injection Well","and SWD.",2000-03-15,2000-05-05,2000-05-22,NA,2014-05-19
"256483",1025759788,"15-119-10196-0001",15119101960001,"I. B. REGIER","1","UNKNOWN",37.1804441,-100.2759136,"Calc. from footages",33,"S",27,"W",17," SW SW NE NE",-1250,-1250,"NE","DILLCO FLUID SERVICE","unavailable",2453," KB",5888,"",NA,NA,NA,"","01-FEB-1982","02-FEB-1982","","15-DEC-2014",NA,NA,1001162531,NA,"","SWD","Converted to EOR Well","Well status changed from D&A to SWD per Completion form, spud date was prev. listed in database as 04-01-1983 but compl form rec'd at KCC 02-19-1982 and log run 02-02-1982. (DRL 02-25-2009)",NA,1982-02-01,1982-02-02,NA,2014-12-15
"267518",1025829545,"15-051-23717",15051237170000,"RICHARDS","2","RIVERVIEW",39.0748646,-99.3577005,"Calc. from footages",11,"S",18,"W",19,"  SE SW SE",326,-1750,"SE","N. APPLEMAN CO.","unavailable",2071," GL",3649,"",NA,NA,NA,"","19-OCT-1943","02-NOV-1943","03-NOV-1943","20-JUN-2012",NA,NA,NA,NA,"","D&A","Plugged and Abandoned","On 28 Jan 2008, the KCC changed the name on this record from FRISBIE 1-SWD to RICHARDS 2. MCM 29 Jan 2008",NA,1943-10-19,1943-11-02,1943-11-03,2012-06-20
"267707",1025830115,"15-195-20608-0001",15195206080001,"DUNCAN SWD","2","ELLIS",38.9604884,-99.6140361,"From GPS",12,"S",21,"W",35,"  NE SE SE",1141,-436,"SE","John O. Farmer, Inc.","Double D's LLC",2206," KB",3850,"CEDAR HILLS",NA,NA,NA,"29-JUL-2002","22-JUL-2002","01-AUG-2002","","07-JUN-2018",NA,NA,NA,NA,"D28040.0","SWD","Authorized Injection Well","Injecting into Cedar Hills; ACO-1 lists well name and number as Duncan SWD. (DRL 11-27-2007)",2002-07-29,2002-07-22,2002-08-01,NA,2018-06-07
"269632",1026517781,"15-007-00572-0001",15007005720001,"Garner-Zappia","1","KRISTI",37.1946559,-98.3767166,"From GPS",33,"S",10,"W",11,"  NE NE NW",4915,-2953,"SE","Molz Oil Co.","Chieftain Oil Co., Inc.",1401," KB",5508,"",NA,NA,NA,"22-AUG-2002","19-SEP-2002","11-NOV-2002","","07-JUN-2013",NA,NA,NA,NA,"D28060.0","SWD","Authorized Injection Well","Previous name was Garner SWD 1, changed by KCC.",2002-08-22,2002-09-19,2002-11-11,NA,2013-06-07
"273061",1026595989,"15-023-20441",15023204410000,"James","6-32","RAILE",39.8310168,-101.9426892,"Calc. from footages",2,"S",41,"W",32,"  NE SW SE",750,-1766,"SE","Murfin Drilling Co., Inc.","Murfin Drilling Co., Inc.",3664," KB",5070,"Lansing-Kansas City",28.17,NA,34.44,"30-SEP-2002","14-OCT-2002","07-MAR-2003","","08-JAN-2010",1028474170,135912,NA,NA,"","OIL","Converted to EOR Well","ACO-1 states well use as oil, Status was previously listed as SWD. (DRL-DS 3-31-09)",2002-09-30,2002-10-14,2003-03-07,NA,2010-01-08
"275091",1026641891,"15-007-00581-0001",15007005810001,"Pike/Updegraff","1","PIKE",37.33157,-98.59741,"From GPS",31,"S",12,"W",23," NW SE NE SW",1881,-3069,"SE","Pratt Well Service, Inc.","Pratt Well Service, Inc.",1619," KB",4860,"Douglas",NA,100,180,"31-OCT-2002","17-JUN-2003","16-SEP-2003","","25-JUN-2015",1037084311,138273,1030562620,224647,"D28242.0","INJ","Converted to Producing Well","Well previously named Updegraff #1; ACO-1 also lists as a SWD well - 5/11/04 ABC",2002-10-31,2003-06-17,2003-09-16,NA,2015-06-25
"279058",1026657446,"15-185-20511-0002",15185205110002,"Sara Sleeper 'A'","1","SALT MARSH SOUTH",38.1700627,-98.538067,"Calc. from quarter calls",22,"S",11,"W",4,"  SE NE NW",NA,NA,"","Energy Reserves Group, Inc.","unavailable",1748," KB",3474,"",NA,NA,NA,"","01-FEB-1977","04-APR-1977","","03-JAN-2014",NA,NA,NA,NA,"","OIL","","Discovery well for Salt Marsh South field.",NA,1977-02-01,1977-04-04,NA,2014-01-03
"279483",1026658852,"15-151-20689-0001",15151206890001,"F. MCCLELLAN 'A'","1","CUNNINGHAM",37.6438019,-98.4833099,"From GPS",28,"S",11,"W",2," SE NE NE NE",4761,-80,"SE","Northern Natural Gas Co.","Northern Natural Gas Co.",1732," GL",4703,"",NA,NA,NA,"","17-NOV-1979","04-DEC-1979","","26-JAN-2018",NA,NA,NA,NA,"D25492.0","SWD","Authorized Injection Well","WELL WAS RECLASSIFIED FROM A CLASS I INJECTION WELL TO CLASS II INJECTION WELL - date unavailable (DRL per KCC 11-8-2011)",NA,1979-11-17,1979-12-04,NA,2018-01-26
"279573",1026659026,"15-119-20754-0001",15119207540001,"Larrabee","3","HORACE SOUTH",37.0848321,-100.4387666,"Calc. from footages",34,"S",29,"W",14,"C   S2 SW",727,-3937,"SW","Great Plains Petroleum","Great Plains Petroleum, Inc.",2440," KB",3703,"Council Grove",NA,314,NA,"24-JAN-1994","18-FEB-1994","26-MAR-1994","01-FEB-1987","27-MAR-2014",NA,NA,1001152593,219356,"D26925.0","GAS-P&A","Authorized Injection Well","also SWD.",1994-01-24,1994-02-18,1994-03-26,1987-02-01,2014-03-27
"280153",1027627321,"15-057-20313-0001",15057203130001,"Hyer 'D'","1","KONDA SOUTHEAST",37.68489,-99.6571142,"From GPS",27,"S",21,"W",19,"   SW NE",3281,-1944,"SE","B & G Production Inc.","TKO Investments, Inc.",2388," KB",5115,"",NA,NA,NA,"","06-MAR-1987","18-MAR-1987","","05-JUN-2013",1020036024,129484,NA,NA,"D25013.0","SWD","Recompleted","Disposal into Mississippian Osage",NA,1987-03-06,1987-03-18,NA,2013-06-05
"280241",1027629279,"15-005-20116",15005201160000,"WALNUT","5-1 SWD","WILDCAT",39.4643664,-95.0930176,"Calc. from footages",7,"S",21,"E",5,"  SW SW SE",622,-2154,"SE","BTA Oil Producers","Heartland Oil & Gas, Inc.",1018," KB",2426,"",NA,NA,NA,"17-DEC-2002","12-FEB-2003","19-MAR-2003","17-MAR-2006","20-JUL-2007",NA,NA,NA,NA,"D28133.0","SWD-P&A","Plugged and Abandoned","ACO-1 lists lease as 20104 JV-P Walnut 5 SWD. (DRL 07/2007)",2002-12-17,2003-02-12,2003-03-19,2006-03-17,2007-07-20
"288118",1027806683,"15-125-22744",15125227440000,"SHERWIN-WILLIAMS","3","UNKNOWN",37.0438336,-95.6436006,"Calc. from footages",34,"S",16,"E",34,"  SE SW NE",2760,3680,"SW","SHERWIN WILLIAMS COMPANY","unavailable",750," GL",2381,"",NA,NA,NA,"","","01-JAN-1980","","12-JUN-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","Approved Intent to Drill","Class I injection well under KDHE authority, previous status changed from SWD to Class I (DRL 4-13-2012)",NA,NA,1980-01-01,NA,2012-06-12
"288835",1027808461,"15-161-19033",15161190330000,"GEHRT","6","YAEGE",39.06742,-96.4702085,"Calc. from footages",11,"S",8,"E",25,"  NE SW NE",3457,-1807,"SE","CITIES SERVICE OIL CO.","unavailable",1220," KB",2059,"",3,NA,12,"21-JAN-1964","28-JAN-1964","02-FEB-1964","","20-JUN-2018",1001109718,102788,NA,NA,"","OIL","Converted to SWD Well","Footages changed from 845 FNL, 831 FEL to 1795 FNL, 1809 FEL. 845 FNL, 831 FEL were measured from center of section. TD changed from 2059 to 1617 per completion form. 7-21-1964 SWD OWWO record added to database (DRL-DS 10-27-2010)",1964-01-21,1964-01-28,1964-02-02,NA,2018-06-20
"291636",1027935677,"15-125-26707",15125267070000,"THOMPSON","4","UNKNOWN",37.1166534,-95.9300904,"Calc. from footages",34,"S",13,"E",1," SW NE NE SE",2162,-597,"SE","GLEN J. OIL COMPANY","Glen J. Oil Company",790," GL",462,"",NA,NA,NA,"21-FEB-1984","26-APR-1984","09-MAY-1984","","03-MAY-2016",NA,NA,NA,NA,"","OIL","Converted to SWD Well","Well type changed from Oil to SWD per ACO-1.(DRL-DS 07-14-2011) WELL TYPE CHANGED BACK TO OIL. OWWO WAS SWD. -RLH 09/02/11",1984-02-21,1984-04-26,1984-05-09,NA,2016-05-03
"292652",1027962888,"15-131-20027-0001",15131200270001,"McClain 'A'","2","MCCLAIN",39.7053353,-95.8894277,"From GPS",4,"S",14,"E",18,"  SE SW NE",3184,-1918,"SE","Cities Service Co.","Petroleum Property Services, Inc.",1288," KB",3886,"",NA,NA,NA,"25-AUG-1982","22-SEP-1982","07-OCT-1982","","15-AUG-2018",1001130502,117234,NA,NA,"","SWD","Recompleted","SWD disposal status and lease number assignment confirmed by operator on 06/12/12.",1982-08-25,1982-09-22,1982-10-07,NA,2018-08-15
"292802",1028007906,"15-019-26587",15019265870000,"PETERSON","1","CHEROKEE BASIN COAL AREA",37.2470936,-95.9882875,"Calc. from footages",32,"S",13,"E",21," SW NE NW SE",2049,-1711,"SE","INDIANOLA OIL, INC.","Layne Energy Operating, LLC",1040," GL",1752,"RIVERTON COAL BED",NA,12,50,"19-MAR-2003","11-APR-2003","01-APR-2004","","11-MAR-2015",NA,NA,NA,NA,"D28335.0","CBM","Converted to Producing Well","Dual completed, gas Holdenville and Mulky, SWD inj to Burgess Sand. Location changed from NW SE, 1980 FSL 1980 FEL to SW NE NW SE 2049 FSL 1711 FEL per OWWO and aerial image. (DLS-DRL 3-11-2015)",2003-03-19,2003-04-11,2004-04-01,NA,2015-03-11
"296324",1028017328,"15-051-00395-0001",15051003950001,"WILLIAMS 'A'","1","I-70",38.9225475,-99.4082072,"Calc. from footages",13,"S",19,"W",14,"  SW SW NW",2970,-4950,"SE","OKMAR OIL","Manuel Corporation",2061," KB",3735,"Lansing Group",93,NA,80,"","29-JUN-1967","22-AUG-1967","25-MAR-2003","30-NOV-2007",1001117673,108220,NA,NA,"","OIL-P&A","Plugged and Abandoned","Plugged by Berexco, Inc.; converted to SWD after 1998.",NA,1967-06-29,1967-08-22,2003-03-25,2007-11-30
"296527",1028094898,"15-051-23312-0002",15051233120002,"NIXON FEE","1","GATSCHET SOUTHEAST",38.9120864,-99.3764894,"Calc. from quarter calls",13,"S",19,"W",24," NW SW NE NE",NA,NA,"","R. P. Nixon Operations, Inc","R. P. Nixon Operations, Inc",2041," TOPO",NA,"",NA,NA,NA,"","","","","16-JAN-2018",NA,NA,NA,NA,"D21801.0","SWD","Injection Authorization Terminated","AB-LOC SWD",NA,NA,NA,NA,2018-01-16
"304961",1028444289,"15-051-20970-0001",15051209700001,"Zerfas","2","ZERFAS",39.0665173,-99.4667035,"From GPS",11,"S",19,"W",30,"  NW NE SE",2523,-1040,"SE","Murfin Drilling Co., Inc.","Murfin Drilling Co., Inc.",2125," KB",3781,"",NA,NA,NA,"","","","19-MAY-2006","05-AUG-2016",NA,NA,NA,NA,"D15528.0","SWD-P&A","Plugged and Abandoned","Unapproved SWD",NA,NA,NA,2006-05-19,2016-08-05
"305406",1028477209,"15-051-20397-0001",15051203970001,"MEISTRELL 'B'","1","HALLER",39.1077888,-99.3109376,"Calc. from footages",11,"S",18,"W",10,"  SE NW SW",1620,-4260,"SE","BLACK GOLD OIL","Thomason Oil Company",1884," KB",1075,"",NA,NA,NA,"15-JUN-1978","15-JUN-1978","20-JUN-1978","10-AUG-1982","09-FEB-2009",NA,NA,NA,NA,"","SWD-P&A","Plugged and Abandoned","SWD by Thomason Oil Company",1978-06-15,1978-06-15,1978-06-20,1982-08-10,2009-02-09
"305421",1028477359,"15-155-01490-0001",15155014900001,"HORNBAKER","2","CASTLETON",37.848302,-97.9972211,"Calc. from quarter calls",25,"S",6,"W",29,"C   SE NE",NA,NA,"","OIL PROPERTIES","unavailable",1548," TOPO",4395,"",NA,NA,NA,"","23-OCT-1978","03-JAN-1979","01-MAR-1984","23-MAY-2004",NA,NA,NA,NA,"","GAS-P&A","","Also SWD. Discovery well for Castleton field.",NA,1978-10-23,1979-01-03,1984-03-01,2004-05-23
"305924",1028642304,"15-049-22390",15049223900000,"BURCH WDW","10","HINDERLITER",37.5240602,-96.1139134,"From GPS",29,"S",12,"E",17," SW NE NW SE",2067,-1987,"SE","J.M. Huber Corp.","RedBud Oil & Gas Operating, LLC",1206," KB",2440,"",NA,NA,NA,"14-JUL-2003","09-AUG-2003","19-SEP-2003","","02-JUL-2018",NA,NA,NA,NA,"D28259.0","SWD","Authorized Injection Well","Arbuckle (Disposal Zone)",2003-07-14,2003-08-09,2003-09-19,NA,2018-07-02
"311645",1029101278,"15-121-27768",15121277680000,"Peckman Angus","32-7 WD","FOREST CITY COAL GAS AREA",38.4992335,-94.7951123,"From GPS",18,"S",24,"E",7,"  S2 SW NE",2986,-1890,"SE","Evergreen Operating Corp.","Heartland Oil & Gas, Inc.",906," KB",1752,"",NA,NA,NA,"24-SEP-2003","30-OCT-2003","09-JAN-2004","","02-NOV-2011",NA,NA,NA,NA,"D28279.0","SWD","ON LIST","Disposal into Cherokee Group.",2003-09-24,2003-10-30,2004-01-09,NA,2011-11-02
"312739",1030278155,"15-009-00362-0001",15009003620001,"MATILDA RADENBERG","1","UNRUH",38.2956519,-98.9247318,"Calc. from footages",20,"S",15,"W",24,"  NW NE SE",2310,-990,"SE","MAGNOLIA PET","unavailable",1913," DF",3641,"",NA,NA,NA,"","01-JAN-1951","13-JUN-1951","27-MAY-1971","20-MAY-2004",NA,NA,NA,NA,"","OIL-P&A","Plugged and Abandoned","converted to SWD. Discovery well for Unruh field.",NA,1951-01-01,1951-06-13,1971-05-27,2004-05-20
"312802",1030278917,"15-001-29045",15001290450000,"FEWINS","A4-9 DISP","CHEROKEE BASIN COAL AREA",37.8024852,-95.2177203,"From GPS",26,"S",20,"E",9,"  SW NE NE",4224,-707,"SE","River Gas Chanute, LLC","Entransco Energy, LLC",1001," GL",1435,"ARBUCKLE",NA,NA,NA,"24-NOV-2003","","","","08-JUL-2016",NA,NA,1032046421,225489,"D28290.0","SWD","Authorized Injection Well","Disposal into Arbuckle.",2003-11-24,NA,NA,NA,2016-07-08
"312809",1030278931,"15-001-29052",15001290520000,"LUDLUM 'C'","4-4 DISP","CHEROKEE BASIN COAL AREA",37.8111148,-95.2186947,"Calc. from footages",26,"S",20,"E",4,"  W2 NE SE",2081,-991,"SE","River Gas Chanute, LLC","River Gas Chanute, LLC",1006," GL",NA,"ARBUCKLE",NA,NA,NA,"24-NOV-2003","","","","05-DEC-2005",NA,NA,NA,NA,"","SWD","Approved Intent to Drill","Disposal into Arbuckle.",2003-11-24,NA,NA,NA,2005-12-05
"312930",1030279191,"15-081-30081-0001",15081300810001,"FROMONG","2","VICTORY",37.4408799,-100.9956678,"Calc. from footages",30,"S",34,"W",13,"   SW NW",3444,-4610,"SE","CONTINENTAL ENERGY CORP.","Lang, Kenneth R.",2971," KB",4185,"LANS",NA,NA,NA,"","01-JUN-1983","01-JUN-1983","01-APR-1971","27-AUG-2018",NA,NA,NA,NA,"D22222.0","SWD-P&A","Authorized Injection Well","From Donna Dill at the KCC: 15-081-30081-0000 is the Fromong 1 drilled in 1965.  It was reworked as a SWD well in 1983 and called the Fromong 2. There is another Fromong 2 (15-081-30082-0000) drilled in 1966.   MCM 12-29-03",NA,1983-06-01,1983-06-01,1971-04-01,2018-08-27
"313182",1030279963,"15-081-30081",15081300810000,"FROMONG","1","VICTORY",37.4404847,-100.9956796,"Calc. from quarter calls",30,"S",34,"W",13,"C   SW NW",NA,NA,"","Amarillo Natural Gas Company","Amarex, Inc.",2971," KB",4185,"",NA,NA,NA,"","24-NOV-1965","20-JAN-1966","29-APR-1971","22-JAN-2004",NA,NA,NA,NA,"","O&G-P&A","Plugged and Abandoned","From Donna Dill at the KCC: 15-081-30081-0000 is the Fromong 1 drilled in 1965.  It was reworked as a SWD well in 1983 and called the Fromong 2. There is another Fromong 2 (15-081-30082-0000) drilled in 1966.   MCM 12-29-03",NA,1965-11-24,1966-01-20,1971-04-29,2004-01-22
